ancine_id,distributor_movies_exhibited,distributor_origin
B1700606700000,1,national
E1800463800000,393,national
B1600641100000,23,national
E1800224300000,266,national
B1700581200000,112,national
B1800211500000,5,national
E1700623300000,247,national
B1600050100000,1,national
B1700508700000,1,national
E1700035400000,24,national
E1700470500000,357,international
E1800340800000,637,national
E1700542900000,47,national
B1800126800000,6,national
B1800287300000,23,national
B1700414300000,267,national
E1800140300000,393,national
E1800076300000,139,international
E1800107200000,357,international
B1800250800000,6,national
E1800037900000,357,international
E1600701100000,357,international
E1800070700000,113,national
B1700539800000,2,national
E1800132300000,393,national
E1402582900000,38,national
E1800045300000,100,national
E1700203900000,247,national
B1800307200000,267,national
B1600532000000,8,national
E1800356000000,100,national
B1800212800000,278,international
E1800476100000,25,national
E1800215100000,278,international
E1800282000000,100,national
B1800124400000,112,national
E1700535100000,217,international
E1700582400000,266,national
B1800132900000,267,national
B1800387000000,267,national
B1700428100000,3,national
B1600746000000,1,national
E1800136300000,393,national
E1700483800000,113,national
B1800029300000,267,national
E1700619000000,278,international
B1700532000000,267,national
E1800518200000,100,national
E1800396600000,393,national
E1700554600000,217,international
E1700443900000,303,international
E1800291100000,266,national
B1700025700000,27,national
B1800410600000,393,national
B1600483500000,22,national
B1800285700000,112,national
E1700441800000,346,national
E1800073200000,113,national
B1800116000000,6,national
E1800447000000,100,national
E1800188200000,185,national
E1800435100000,1,national
E1800074200000,139,international
E1800353200000,393,national
E1800417600000,6,national
E1700458600000,637,national
E1800033300000,190,international
E1700468700000,637,national
B1700462900000,266,national
B1800235900000,112,national
E1800357000000,55,national
E1800095100000,637,national
B1700501700000,267,national
E1800306200000,247,national
E1800211700000,393,national
B1800163200000,5,national
E1800179900000,357,international
B1800091800000,2,national
E1800053600000,217,international
E1800192200000,113,national
E1800067100000,190,international
E1800198900000,30,national
B1600725300000,22,national
E1700464000000,7,national
E1700608800000,30,national
E1700453400000,190,international
E1800342100000,55,national
E1700515800000,100,national
E1800347600000,185,national
B1700424500000,25,national
B1700480900000,267,national
E1800494900000,687,national
B1800586000000,36,national
E1900266600000,33,national
E1900289700000,151,national
E1800535400000,380,international
E1900054600000,687,national
B1800516900000,30,national
E1900025700000,428,national
E1800495000000,687,national
E1900122900000,266,national
E1800428100000,21,national
E1900349600000,243,international
B1800358900000,139,national
E1800490300000,320,international
B1900415900000,36,national
E1900220700000,33,national
E1900062800000,308,international
B1900139400000,74,national
B1900148100000,51,national
E1900097800000,2,national
E1900137000000,193,national
E1900363100000,380,national
E1800606100000,308,international
E1900033300000,193,national
E1900297700000,151,national
E1900127200000,428,national
E1900046400000,243,international
E1800605900000,308,international
B1800089700000,26,national
E1900234900000,308,international
B1800423800000,118,national
B1900249100000,321,national
E1800555600000,321,national
E1900471400000,308,international
B1800091200000,16,national
B1800440300000,74,national
E1800602700000,428,national
B1900164100000,74,national
E1900056700000,151,national
E1900510200000,687,national
E1800603000000,428,national
B1700499100000,3,national
B1700307900000,286,national
E1900346400000,17,national
B1800547100000,36,national
E1900183800000,17,national
E1900046000000,64,national
B1900366600000,1,collaboration
B1700222300000,33,national
E1900348700000,193,national
E1900349400000,243,international
B1900198800000,4,national
E1900252000000,228,international
E1900498900000,9,national
E1900376000000,286,national
E1900076500000,151,national
B1900027100000,286,national
E1900188100000,228,international
B1900034500000,74,national
B1900019800000,428,national
B1700332800000,8,national
E1800002600000,320,international
B1900314100000,74,national
E1800494300000,687,national
E1900000900000,26,national
B1800459400000,24,national
B1800598100000,6,national
B1900347600000,74,national
E1800567400000,266,national
E1900271500000,19,national
E1800494500000,687,national
E1900368800000,16,national
E1900271800000,380,international
E1900223800000,428,national
E1900234800000,308,international
E1900079700000,151,national
B1700602000000,9,national
B1700513900000,16,national
E1900037000000,321,national
E1900418400000,151,national
E1900373400000,151,national
E1900271700000,380,international
E1900223000000,151,national
E1900265600000,243,international
B1500843400000,5,national
E1800494700000,687,national
E1900336900000,30,national
E1900112500000,121,national
B1800141000000,11,national
B1700259900000,1,national
B1900232600000,321,national
B1900498800000,36,national
B1500711400000,3,national
B1700509000000,26,national
B1800213800000,9,national
E1900253900000,286,national
E1900102100000,9,national
B1600569700000,4,national
E1900119000000,380,international
E1900576100000,149,international
E1900148500000,380,national
E1900346600000,308,international
E1900361500000,380,national
E1800469900000,380,international
E1800392200000,151,national
B1900057300000,139,national
E1900011200000,228,international
B1900511300000,380,national
B1900017500000,6,national
E1900546000000,17,national
E1900126800000,428,national
E1900437800000,243,international
E1900097700000,149,international
E1900192700000,26,national
B1800556100000,308,international
B1800515000000,7,national
B1900048500000,1,collaboration
B1800441300000,36,national
B1700435100000,8,national
E1800609200000,687,national
E1800532200000,243,international
E1900165500000,286,national
E1900025500000,428,national
E1900357300000,308,international
E1800555200000,308,international
E1900482200000,4,national
E1800550300000,8,national
E1900233400000,17,national
E1900287400000,24,national
B1900179600000,24,national
B1900104200000,120,national
E1900297600000,151,national
B1800135100000,30,national
E1900383600000,9,national
B1800411600000,687,national
E1900577000000,286,national
B1700490400000,3,national
B1800504800000,74,national
B1700596400000,16,national
B1900386800000,228,international
B1900232700000,321,national
B1900357900000,321,national
E1900046100000,9,national
E1900568900000,36,national
B1800502000000,29,national
E1900161900000,243,international
E1900339600000,149,international
E1900463600000,308,international
E1900436700000,243,international
E1800463100000,320,international
E1900267600000,17,national
E1800537700000,243,international
E1900056900000,228,international
B1800115900000,139,national
B1900442300000,380,national
B1800421800000,321,national
B1800547000000,16,national
E1900046900000,64,national
E1900410800000,687,national
E1900085700000,266,national
E1900395500000,428,national
E1800490700000,30,national
E1900127300000,380,international
E1800535500000,380,international
B1900350700000,8,national
E1900202500000,151,national
E1900021500000,121,national
E1900510500000,687,national
B1900093600000,321,national
E1900148600000,380,national
E1800581700000,687,national
B1900448700000,74,national
B1900233000000,74,national
B1900019000000,380,national
E1900442200000,118,national
E1900546200000,687,national
B1800234700000,16,national
B1700598000000,29,national
E1900122700000,266,national
B1900612000000,380,national
E1900433300000,266,national
E1900368700000,16,national
E1900223900000,380,national
E1900252200000,228,international
B1700541700000,7,national
E1900336700000,121,national
B1800335300000,2,national
B1402255700000,7,national
E1900059700000,380,international
E1900062600000,308,international
E1900122800000,266,national
E1800532100000,151,national
B1900172900000,286,national
E1800301900000,266,national
B1700571300000,687,national
B1900398400000,308,international
E1900033700000,380,national
E1900202300000,151,national
B1800214000000,74,national
B1600660100000,16,national
E1900127700000,380,international
E1800533700000,380,international
B1800418000000,36,national
E1900073900000,380,national
B1800474200000,1,national
E1800494600000,687,national
B1800362300000,4,national
B1800168300000,7,national
E1900236500000,17,national
B1600625500000,28,national
E1900309700000,380,national
E1900346500000,308,international
E1900126300000,428,national
B1900605200000,380,national
B1900092000000,286,national
E1900123100000,266,national
B1600116700000,7,national
E1900161700000,243,international
B1900157600000,380,international
B1800374500000,19,national
B1700028400000,6,national
B1800491800000,16,national
B1800152800000,321,national
B1600677900000,2,national
B1900036000000,74,national
E1900388600000,228,international
E1800466600000,151,national
E1800490500000,121,national
E1900332000000,2,national
B1800445500000,321,national
B1800287700000,30,national
E1900162000000,243,international
E1900018200000,118,national
E1900276600000,1,national
B1700170200000,36,national
E1900358800000,228,international
E1800599600000,380,national
E1900447600000,7,national
E1800532500000,243,international
B1800505900000,3,national
B1900363600000,74,national
B1900075800000,380,national
E1900594700000,24,national
E1900267000000,121,national
E1900091500000,30,national
E1900302700000,428,national
E1800492900000,687,national
E1900248800000,228,international
B1800603500000,36,national
E1900340500000,16,national
E1900337700000,19,national
B1700479800000,26,national
B1800517200000,16,national
E1800547800000,286,national
E1900127100000,380,international
E1900227200000,428,national
E1900304100000,151,national
B1900040000000,2,national
B1700600100000,36,national
E1900509700000,24,national
E1900346900000,286,national
B1900576900000,120,national
E1900065700000,9,national
B1800204300000,321,national
B1800405900000,24,national
B1900013000000,1,national
E1900275200000,687,national
B1700411300000,29,national
B1900063700000,74,national
B1900354300000,120,national
E1900338900000,24,national
E1800601100000,428,national
B1700610400000,4,national
B1900307100000,7,national
E1800519300000,151,national
E1900332200000,687,national
E1900053200000,243,international
B1900245100000,74,national
B1900212400000,36,national
B1800029400000,36,national
E1800504300000,24,national
E1900275300000,687,national
E1900195700000,24,national
B1800150600000,26,national
B1700104400000,16,national
B1900042200000,36,national
E1900368500000,16,national
E1900248700000,228,international
B1900164800000,74,national
E1900410200000,121,national
B1900019900000,50,national
E1900033900000,380,national
E1900129500000,17,national
B1900210500000,74,national
E1900540900000,36,national
B1800245900000,428,national
E1800475300000,428,national
E1900115200000,286,national
E1800607400000,118,national
E1900377500000,286,national
E1800598900000,320,international
E1900266100000,17,national
E1900282600000,193,national
B1800029600000,266,national
E1900581900000,687,national
E1900025300000,149,international
E1800531800000,151,national
E1900235000000,308,international
E1900053000000,24,national
E1900267700000,228,international
E1900483800000,4,national
E1900304200000,151,national
E1800523600000,151,national
E1900046200000,64,national
E1900164200000,308,international
E1900072400000,4,national
E1900268100000,266,national
E1900099700000,30,national
B1600714000000,51,national
B1500851700000,3,national
E1900084300000,4,national
B1800235200000,16,national
B1700497900000,11,national
E1900449400000,428,national
E1900314200000,193,national
E1900310600000,286,national
B1900108800000,321,national
E1900099900000,17,national
B1900487100000,428,national
B1800321600000,6,national
B1900579700000,380,national
B1800550200000,24,national
E1900458900000,286,national
E1900453900000,21,national
E1900356000000,9,national
B1700316600000,29,national
E1900227600000,428,national
B1900444100000,17,national
E1900420200000,8,national
E1800610800000,151,national
E1900162100000,243,international
E1900127400000,428,national
E1800462600000,320,international
E1900062700000,308,international
E1800343300000,687,national
E1900339500000,149,international
E1900339700000,149,international
E1900200900000,8,national
E1900053400000,286,national
E1900123000000,266,national
E1800562000000,151,national
E1900037200000,1,national
E1900302600000,9,national
E1900235100000,308,international
B1800187200000,286,national
E1900310000000,380,national
B1900507000000,74,national
B1900253800000,29,national
E1900499200000,9,national
E1900130800000,266,national
B1800556200000,26,national
E1900164300000,149,international
B1800517000000,24,national
B1900031700000,380,national
E1900222300000,286,national
B1900147200000,74,national
E1800460400000,380,international
E1900440500000,3,national
E1900336200000,151,national
E1900017600000,17,national
E1800490200000,30,national
E1900060900000,308,international
B1800098700000,36,national
B1900579600000,380,national
E1800608000000,17,national
B1800514700000,1,national
B1700524600000,36,national
B1800263900000,36,national
B1900032000000,428,national
E1900358900000,228,international
E1900033600000,320,international
E1800532600000,151,national
E1900089800000,193,national
E1900525400000,1,national
B1800540900000,26,national
B1900072800000,380,national
B1900074000000,380,national
B1900074100000,380,national
B1900121900000,380,national
B1900147000000,380,national
E1900289500000,428,national
B1800466100000,321,national
E1900148700000,380,national
B1900029000000,1,national
E1800602400000,428,national
E1900131300000,320,international
E1900582800000,24,national
B1800504700000,74,national
E1900229100000,228,international
B1800447400000,24,national
E1800520700000,151,national
B1800005800000,2,national
B1900235500000,428,national
E1900090400000,151,national
B1800262100000,74,national
E1900431700000,24,national
E1900017800000,17,national
E1800483600000,21,national
E1900090300000,17,national
E1900084600000,24,national
E1900466900000,380,national
B1800552500000,321,national
E1800490400000,121,national
E1900025600000,428,national
E1900046500000,64,national
B1900177100000,118,national
E1900024100000,308,international
B1800206400000,687,national
E1800412700000,151,national
E1900436800000,243,international
B1800215300000,16,national
B1900387800000,1,national
B1900401700000,50,national
E1900159600000,687,national
E1900264000000,243,international
E1900065900000,8,national
B1700600300000,29,national
B1800458600000,321,national
E1800602500000,380,national
E1900118800000,266,national
E1800480600000,228,international
E1900107800000,228,international
E1900025800000,428,national
E1900366500000,687,national
E1900126900000,428,national
E1800501000000,428,national
E1800609300000,2,national
E1800481100000,228,international
E1900131400000,320,international
E1800586300000,121,national
E1900265700000,243,international
E1800495100000,687,national
E1900367100000,380,international
E1900439000000,288,international
B1900592900000,41,national
E1900443600000,22,national
E2000031600000,22,national
E1900534600000,480,national
B1800090200000,17,national
B1900262200000,301,national
E1900512400000,397,international
E1900587000000,255,international
E1900525600000,397,international
E1900365900000,255,international
E1900592300000,31,national
E1900563000000,480,national
E1900458100000,397,international
E1900563100000,480,national
E1900571900000,410,international
E1900581500000,2,national
E1900534700000,480,national
E1900298500000,350,national
E1900532300000,350,national
B2000012600000,7,national
E1900570600000,165,national
E1900570900000,288,international
E1900608900000,66,national
E1900604900000,30,national
E2000002000000,255,international
E1900507300000,397,international
B1900525000000,2,national
